"Location","iso3code","sex_ratio_linkedin_overall_unfiltered","sex_ratio_ilostat_prof_tech_unfiltered","sex_ratio_ilostat_total_management_unfiltered","sex_ratio_ilostat_senior_middle_management_unfiltered","sex_ratio_linkedin_overall_filtered","sex_ratio_ilostat_prof_tech_filtered","sex_ratio_ilostat_total_management_filtered","sex_ratio_ilostat_senior_middle_management_filtered","audience_counts_satisfy_observation_filter","sex_ratio_edu_ict","sex_ratio_edu_stem","sex_ratio_labour_force_part","iws_int_pentr","educ_attn_gg_subindex_raw","enrol_sec_educ_gg_raw","labr_force_gg_raw","enrol_ter_educ_gg_raw","hdi_fem","hdi_male","hdi_tot","econ_opp_gg_subindex_raw","gdp_capita_2020_recent","li_pen_labor_force_proftech_female_male","li_pen_labor_force_proftech_sex_ratio","Internet.Online.model.prediction","Group_18-24","Group_25-34","Group_35-54","sex_ratio_Age_18-24","sex_ratio_Age_25-34","sex_ratio_Age_35-54","sex_ratio_Age_55+","sex_ratio_Age_18-24_25-34","sex_ratio_Age_18-24_35-54","sex_ratio_Age_18-24_55+","sex_ratio_Age_25-34_35-54","sex_ratio_Age_25-34_55+","sex_ratio_Age_35-54_55+","sex_ratio_Age_18-24_25-34_35-54","sex_ratio_Age_18-24_25-34_55+","sex_ratio_Age_18-24_35-54_55+","sex_ratio_Age_25-34_35-54_55+","sex_ratio_Age_18-24_25-34_35-54_55+","sex_ratio_Company industry_M.Professional,scientificandtechnicalactivities","sex_ratio_Company industry_H.Transportationandstorage","sex_ratio_Company industry_Q.Humanhealthandsocialworkactivities","sex_ratio_Company industry_R.Arts,entertainmentandrecreation","sex_ratio_Company industry_G.Wholesaleandretailtrade;repairofmotorvehiclesandmotorcycles","sex_ratio_Company industry_C.Manufacturing","sex_ratio_Company industry_K.Financialandinsuranceactivities","sex_ratio_Company industry_J.Informationandcommunication","sex_ratio_Company industry_F.Construction","sex_ratio_Company industry_N.Administrativeandsupportserviceactivities","sex_ratio_Company industry_S.Otherserviceactivities","sex_ratio_Company industry_P.Education","sex_ratio_Company industry_O.Publicadministrationanddefence;compulsorysocialsecurity","sex_ratio_Company industry_I.Accommodationandfoodserviceactivities","sex_ratio_Company industry_B.Miningandquarrying","sex_ratio_Job seniority_ChiefXOfficer(CxO)","sex_ratio_Job seniority_Director","sex_ratio_Job seniority_Entry-level","sex_ratio_Job seniority_Manager","sex_ratio_Job seniority_Owner","sex_ratio_Job seniority_Senior","sex_ratio_Job seniority_Training","sex_ratio_Job seniority_VicePresident(VP)"
"Czech Republic","CZE",0.87037037037037,0.822179732313576,0.366120218579235,0.362397820163488,0.87037037037037,0.822179732313576,0.366120218579235,0.362397820163488,TRUE,0.18434424813149,0.552030342814014,0.772283005105762,0.87699997,1,1.01,0.81,1.4,0.88099998,0.89399999,0.88800001,0.64999998,42575.6114778391,0.504671963223905,1.05861326442722,0.989,0.149293521727539,0.407891229005598,0.391895494534791,1.07407407407407,0.936708860759494,0.615384615384615,0.469230769230769,0.971698113207547,0.720338983050847,0.8775,0.764705882352941,0.870652173913044,0.597115384615385,0.807106598984772,0.916806722689076,0.695419847328244,0.743715846994536,0.786190476190476,0.942138185953938,0.536635706914345,1.55900086132644,1.01050420168067,1.08142239946826,0.49652622142537,0.990402476780186,0.447477504802346,0.326848249027237,1.29434954007884,1.47435897435897,1.54753131908622,1.20595238095238,0.984848484848485,0.526744186046512,0.25,0.444444444444444,0.823529411764706,0.612903225806452,0.376190476190476,0.8,1.16981132075472,0.3625
"Democratic Republic of the Congo","COD",0.315384615384615,0.311860046308207,0.2531328320802,NA,0.315384615384615,0.311860046308207,0.2531328320802,NA,TRUE,0.578415359370452,0.335031136931207,0.916389978871114,0.059,NA,NA,NA,NA,0.41999999,0.493,0.45699999,NA,1143.4532245044,0.0670693442108566,1.01130176538525,0.71,0.27134724857685,0.432637571157495,0.259962049335863,0.3,0.266666666666667,0.245454545454545,0,0.279310344827586,0.272727272727273,0.255813953488372,0.258620689655172,0.241206030150754,0.209302325581395,0.27,0.262135922330097,0.251046025104602,0.242718446601942,0.257756563245823,0.203627370156636,0.0845771144278607,0.178343949044586,0.237113402061856,0.119496855345912,0.0538720538720539,0.375984251968504,0.174535050071531,0.118918918918919,0.111455108359133,0.336870026525199,0.263636363636364,0.326944757609921,NA,0.128985507246377,0.22962962962963,0.217391304347826,0.289473684210526,0.212765957446809,0.2,0.275862068965517,0.407692307692308,0.188
"Denmark","DNK",0.816666666666667,0.951480606144863,0.366120218579235,0.362397820163488,0.816666666666667,0.951480606144863,0.366120218579235,0.362397820163488,TRUE,0.315807133200998,0.520895430226337,0.878714738271232,0.96899998,1,1.03,0.93000001,1.4,0.91900003,0.93800002,0.92900002,0.74000001,59830.1542405139,1.5530383985182,0.858311416325735,1,0.147347740667976,0.304518664047151,0.412573673870334,0.851851851851852,0.9375,0.826086956521739,0.586206896551724,0.908713692946058,0.832797427652733,0.714285714285714,0.871794871794872,0.813765182186235,0.760252365930599,0.868365180467091,0.823170731707317,0.778894472361809,0.819706498951782,0.824372759856631,0.81609828659578,0.394703882626588,2.00852272727273,1.08196078431373,0.858059519858391,0.461389961389961,0.691419656786271,0.448219955414443,0.267105263157895,0.848310567936736,1.70765027322404,1.13368983957219,1.41486565420561,0.973684210526316,0.383236994219653,0.22093023255814,0.585714285714286,0.885714285714286,0.55,0.375,0.857142857142857,1,0.295454545454545
"Djibouti","DJI",0.242857142857143,NA,NA,NA,0.242857142857143,NA,NA,NA,TRUE,NA,NA,NA,0.183,NA,NA,NA,NA,NA,NA,0.47600001,NA,5748.08104445594,NA,NA,0.787,0.425178147268409,0.387173396674584,0.187648456057007,0.376923076923077,0.358333333333333,NA,NA,0.368,0.23444976076555,0.376923076923077,0.21608040201005,0.358333333333333,NA,0.279635258358663,0.368,0.23444976076555,0.21608040201005,0.279635258358663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286666666666667,NA,NA,0.243478260869565,NA,NA
"Dominica","DMA",1.03448275862069,1.26086956521739,0.937984496124031,NA,1.03448275862069,1.26086956521739,0.937984496124031,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12659.3445149032,2.26923076923077,0.820451843043995,NA,0.276595744680851,0.482269503546099,0.24113475177305,NA,1.47272727272727,NA,NA,1.37777777777778,1.02777777777778,NA,1.21739130434783,1.47272727272727,NA,1.22047244094488,1.37777777777778,1.02777777777778,1.21739130434783,1.22047244094488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06666666666667,NA,NA,1.23595505617978,NA,NA
"Dominican Republic","DOM",0.828571428571429,1.26247099767981,0.677852348993289,1.00803212851406,0.828571428571429,1.26247099767981,0.677852348993289,1.00803212851406,TRUE,0.650521540048832,0.666343673717911,0.664127066115702,0.611,0.99000001,1.14,0.69,1.62,0.72799999,0.736,0.736,0.66000003,19182.4091507031,0.820407640046148,0.656309277673854,0.98,0.366300366300366,0.389194139194139,0.215201465201465,1,0.976744186046512,0.678571428571429,0.391304347826087,0.987951807228916,0.867647058823529,0.937219730941704,0.859154929577465,0.920168067226891,0.638036809815951,0.90990990990991,0.95662100456621,0.837465564738292,0.830687830687831,0.889273356401384,0.898313745528871,0.401929260450161,1.27485380116959,0.646528403967538,0.695948656237465,0.41776110068793,0.963786531130877,0.414433726330832,0.360144927536232,1.05936073059361,0.913838120104439,1.3505859375,0.981566820276498,0.805555555555556,0.455263157894737,0.346153846153846,0.623655913978495,0.815789473684211,0.612903225806452,0.444444444444444,0.884615384615385,1,0.75
"Ecuador","ECU",0.82,1.01137031954519,0.572327044025157,0.589825119236884,0.82,1.01137031954519,0.572327044025157,0.589825119236884,TRUE,0.582693687679458,0.412960635764464,0.681016405575429,0.79900002,1,1.04,0.63,1.3099999,0.741,0.75700003,0.75199997,0.63,11846.7805579093,1.77387914230019,0.810781159139368,0.936,0.438265074807314,0.377814719661478,0.161704700015113,0.8125,0.923076923076923,0.597014925373134,0.336363636363636,0.862068965517241,0.748898678414097,0.78187134502924,0.812182741116751,0.877304964539007,0.56025641025641,0.812324929971989,0.842857142857143,0.729831932773109,0.787019230769231,0.798097826086957,0.795462697274032,0.484083044982699,1.20627802690583,0.707088459285296,0.790784372203996,0.44488939740656,0.893862326212275,0.529428095502499,0.341333333333333,0.756430446194226,1.06865401987353,1.30038759689922,0.788967468175389,0.806818181818182,0.297752808988764,0.383333333333333,0.588235294117647,0.782608695652174,0.375,0.466666666666667,0.833333333333333,0.8,0.717647058823529
"Egypt","EGY",0.365,0.371708187994908,0.0787486515641855,NA,0.365,0.371708187994908,0.0787486515641855,NA,TRUE,0.582507093192419,0.584758678495094,0.309483488569009,0.48699999,0.94999999,1.01,0.31,0.89999998,0.63599998,0.72899997,0.69599998,0.44,12250.7804142431,0.329010798303124,0.981953079830999,0.764,0.378997966352376,0.378997966352376,0.21630615640599,0.518518518518518,0.366666666666667,0.3,0.208695652173913,0.43859649122807,0.431111111111111,0.49419795221843,0.341666666666667,0.355417956656347,0.289655172413793,0.405333333333333,0.429679595278246,0.420295983086681,0.33558648111332,0.399482535575679,0.363434695061602,0.230536912751678,0.404776119402985,0.399626710908337,0.226757794214025,0.241516153650471,0.380685492563052,0.311681136543015,0.145535714285714,0.340996948118006,0.514087988136431,0.626666666666667,0.268022998673153,0.220064724919094,0.121279761904762,0.154166666666667,0.217391304347826,0.339285714285714,0.173333333333333,0.175,0.319148936170213,0.483870967741935,0.165789473684211
"El Salvador","SLV",0.772727272727273,0.82146490335707,0.795332136445242,0.757469244288225,0.772727272727273,0.82146490335707,0.795332136445242,0.757469244288225,TRUE,0.354243576416444,0.301039791000968,0.59836282017428,0.57700002,0.99000001,1.03,0.63999999,1.09,0.66299999,0.68400002,0.67400002,0.62,9139.70633420179,1.08908126221726,0.94066985645933,0.897,0.403984119244968,0.369157902068677,0.201992059622484,0.8125,0.827586206896552,0.611111111111111,0.275,0.819672131147541,0.74,0.769252873563218,0.74468085106383,0.778930817610063,0.565865384615385,0.772151898734177,0.79576802507837,0.715340909090909,0.718273092369478,0.755134474327628,0.769116001491981,0.433093525179856,1.08510638297872,0.54954954954955,0.725641025641026,0.362147406733394,0.834061135371179,0.398773006134969,0.266666666666667,0.676190476190476,0.854794520547945,1.03191489361702,0.823607427055703,0.742990654205608,NA,0.369565217391304,0.585365853658537,0.745098039215686,0.475,0.431034482758621,0.731707317073171,0.666666666666667,1.05
"Equatorial Guinea","GNQ",0.345454545454545,NA,NA,NA,0.345454545454545,NA,NA,NA,TRUE,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,0.59100002,NA,19327.1383188315,NA,NA,0.649,0.25764192139738,0.388646288209607,0.353711790393013,0.439024390243902,0.483333333333333,0.35,NA,0.465346534653465,0.386138613861386,0.439024390243902,0.416666666666667,0.483333333333333,0.35,0.422360248447205,0.465346534653465,0.386138613861386,0.416666666666667,0.422360248447205,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0.34375,0,NA,0.305,NA,NA
"Eritrea","ERI",0.344827586206897,0.333333333333333,NA,NA,0.344827586206897,0.333333333333333,NA,NA,TRUE,NA,0.385185249827164,NA,0.013,NA,NA,NA,NA,NA,NA,0.44,NA,1625.50615569996,1.625,1.03448275862069,0.85,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EST",1.05454545454545,1.21145685997171,0.592356687898089,0.540832049306626,1.05454545454545,1.21145685997171,0.592356687898089,0.540832049306626,TRUE,0.406311723900507,0.622796789653567,0.804112096887762,0.977,1,1.01,0.89999998,1.5,0.87599999,0.86000001,0.87099999,0.69999999,38811.1433407717,0.361368724016629,0.870477100249429,1,0.18916817828453,0.404249805649132,0.347240217672972,0.972972972972973,1.08,0.887323943661972,0.635714285714286,1.04464285714286,0.916666666666667,0.880392156862745,0.986301369863014,1.01011235955056,0.845882352941176,0.983606557377049,0.999206349206349,0.884426229508197,0.955625,0.958883248730964,1.12331838565022,0.387323943661972,3.94117647058824,1.66666666666667,1.59358288770053,0.513846153846154,1.28846153846154,0.577669902912621,0.273615635179153,2.725,NA,2.06586826347305,NA,NA,NA,0.357142857142857,0.848484848484849,1,0.789473684210526,0.527777777777778,1.29032258064516,NA,0.511627906976744
"Ethiopia","ETH",0.320512820512821,0.464737131342737,0.360544217687075,0.267427122940431,0.320512820512821,0.464737131342737,0.360544217687075,0.267427122940431,TRUE,NA,NA,0.856343283582089,0.149,0.83999997,0.94,0.88,0.47999999,0.42399999,0.50099999,0.463,0.60000002,2311.70438636716,0.0644072036018009,0.689664756475951,0.681,0.393581592491674,0.396609143203149,0.187708144111414,0.382978723404255,0.31,0.26530612244898,NA,0.345360824742268,0.342657342657343,0.35538005923001,0.295302013422819,0.288909599254427,0.230905861456483,0.329218106995885,0.332836562344759,0.326014637391883,0.281509916826615,0.319616460247703,0.16791604197901,0.185714285714286,0.274285714285714,NA,0,0,0.197916666666667,0.0892193308550186,0.214646464646465,NA,0.267567567567568,0.3,0.456521739130435,NA,NA,NA,0.281481481481481,0.338888888888889,0.230952380952381,0,0.31875,0.325,0.222222222222222
"Falkland Islands (Malvinas)","FLK",0.625,NA,NA,NA,0.625,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faroe Islands","FRO",0.775,NA,NA,NA,0.775,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.409090909090909,0.590909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,0.786885245901639,NA,NA
"Federated States of Micronesia","FSM",0.705882352941177,0.625,0.254705144291092,0.222493887530562,0.705882352941177,0.625,0.254705144291092,0.222493887530562,TRUE,NA,NA,NA,0.53200001,NA,NA,NA,NA,NA,NA,0.62699997,NA,3550.41595018639,0.892307692307692,1.12941176470588,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795698924731183,NA,NA,0.672131147540984,NA,NA
"Fiji","FJI",0.916666666666667,0.78319783197832,0.636661211129296,0.628664495114007,0.916666666666667,0.78319783197832,0.636661211129296,0.628664495114007,TRUE,NA,NA,0.503203870799006,0.54900002,NA,NA,NA,NA,NA,NA,0.741,NA,14427.5824179953,1.04863221884498,1.17041522491349,0.962,0.402621722846442,0.360486891385768,0.205992509363296,1.15,0.974358974358974,0.76,NA,1.06329113924051,1,0.987124463519313,0.890625,0.833333333333333,0.60126582278481,0.990384615384615,0.981308411214953,0.907821229050279,0.807365439093484,0.93128390596745,0.971153846153846,0.495049504950495,NA,NA,0.696078431372549,0,1.04878048780488,0.683823529411765,0.246478873239437,NA,NA,1.02173913043478,1.26923076923077,1,NA,NA,0.468421052631579,0.98936170212766,0.538461538461538,NA,0.863636363636364,1.01538461538462,0.3
"Finland","FIN",1.16129032258065,1.04723765936581,0.584786053882726,0.582278481012658,1.16129032258065,1.04723765936581,0.584786053882726,0.582278481012658,TRUE,0.261768833350872,0.377419575225842,0.884817588019755,0.94300002,1,1,0.97000003,1.21,0.917,0.917,0.92000002,0.79000002,51323.8333764442,0.534930139720559,1.1089080995081,1,0.181124880838894,0.355894502700985,0.40355894502701,1.375,1.48888888888889,1.2280701754386,0.7,1.44927536231884,1.27160493827161,1.16285714285714,1.34313725490196,1.33392857142857,1.14264705882353,1.34920634920635,1.34625,1.20326086956522,1.28053097345133,1.2970802919708,1.29372791519435,0.809160305343511,2.72596153846154,1.52946127946128,1.6112582781457,0.81240897174483,1.35692995529061,0.784828075150656,0.638888888888889,1.54777777777778,2.19904076738609,1.83795130142737,2.24133663366337,1.84615384615385,0.733333333333333,0.553846153846154,0.95,1.42857142857143,1,0.777777777777778,1.36363636363636,1.55769230769231,0.609756097560976
"France","FRA",0.881578947368421,0.950807488038648,0.529051987767584,0.519756838905775,0.881578947368421,0.950807488038648,0.529051987767584,0.519756838905775,TRUE,0.197006143993136,0.46639692783978,0.847103989317309,0.926,1,1.02,0.89999998,1.23,0.89399999,0.90600002,0.90100002,0.68000001,49435.179939609,1.13501972394415,0.92718973973056,0.985,0.252851711026616,0.378326996197719,0.309885931558935,1.04615384615385,1.01010101010101,0.734042553191489,0.476190476190476,1.02439024390244,0.861635220125786,0.906976744186046,0.875647668393782,0.916666666666667,0.68695652173913,0.918604651162791,0.962162162162162,0.816666666666667,0.836448598130841,0.885304659498208,0.922544951590595,0.54668255860151,1.6195652173913,0.998686284813452,0.98804650401179,0.522884145693958,0.902927580893683,0.513700020296326,0.322784810126582,1.05488540410133,1.57773251866938,1.21588693957115,1.13701316895489,0.9,0.441176470588235,0.341176470588235,0.566037735849057,0.954545454545455,0.683333333333333,0.278787878787879,0.875,0.923076923076923,0.361702127659574
"French Guiana","GUF",0.845454545454545,NA,NA,NA,0.845454545454545,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358778625954198,0.379134860050891,0.262086513994911,0.88,0.795180722891566,0.609375,NA,0.835443037974684,0.755395683453237,0.88,0.714285714285714,0.795180722891566,0.609375,0.77027027027027,0.835443037974684,0.755395683453237,0.714285714285714,0.77027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04054054054054,NA,NA,NA,0.492537313432836,0.9,0.630952380952381,NA,0.904761904761905,NA,NA
"French Polynesia","PYF",0.933333333333333,NA,NA,NA,0.933333333333333,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204933586337761,0.280834914611006,0.40607210626186,1.7,1.3125,0.783333333333333,NA,1.46153846153846,1.0125,0.701030927835051,0.967391304347826,0.694214876033058,0.531073446327684,1.09821428571429,0.944099378881988,0.746543778801843,0.738589211618257,0.875444839857651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12359550561798,NA,NA,NA,0.488636363636364,1.02857142857143,0.65,0.31,0.925925925925926,NA,NA
"French Southern Territories","ATF",0.646153846153846,NA,NA,NA,0.646153846153846,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","GAB",0.533333333333333,NA,NA,NA,0.533333333333333,NA,NA,NA,TRUE,NA,NA,NA,0.46700001,NA,NA,NA,NA,0.67000002,0.73500001,0.70200002,NA,15486.0683210591,NA,NA,0.827,0.348939929328622,0.410777385159011,0.220848056537102,0.717391304347826,0.55,0.428571428571429,NA,0.622641509433962,0.592592592592593,0.654761904761905,0.505263157894737,0.512422360248447,0.380710659898477,0.574468085106383,0.597826086956522,0.562060889929742,0.482897384305835,0.557083906464924,0.350597609561753,0.262773722627737,NA,NA,0.28,0,0.560975609756098,0.306049822064057,0.185929648241206,NA,NA,0.348314606741573,0.655172413793103,NA,0.275229357798165,NA,0.314285714285714,0.546153846153846,0.365853658536585,0,0.5,0.825396825396825,0
"Gambia","GMB",0.39,0.284090909090909,0.210653753026634,NA,0.39,0.284090909090909,0.210653753026634,NA,TRUE,NA,NA,0.752757758493896,0.176,0.91000003,1.01,0.88,0.68000001,0.43399999,0.48699999,0.46000001,0.69,2298.37817290533,0.351453855878635,1.3728,0.693,0.314553990610329,0.39906103286385,0.244131455399061,0.488888888888889,0.619047619047619,0.3,NA,0.558974358974359,0.4,0.407407407407407,0.481081081081081,0.528455284552846,0.244897959183673,0.483636363636364,0.511737089201878,0.361702127659574,0.438423645320197,0.453924914675768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,0.410526315789474,NA,0.451612903225806,NA,NA
"Georgia","GEO",1.4,1.33706666666667,0.577287066246057,NA,1.4,1.33706666666667,0.577287066246057,NA,TRUE,0.259055917065483,0.630732125341333,0.710291934685799,0.68099999,0.99000001,1,0.75999999,1.26,0.76599997,0.78600001,0.77999997,0.68000001,15636.5537604743,0.301232314011867,1.04706820901476,NA,0.31615925058548,0.381733021077283,0.259953161592506,1.75510204081633,1.58730158730159,1.13461538461538,0.818181818181818,1.66071428571429,1.43564356435644,1.59762308998302,1.38260869565217,1.48285322359396,1.08400646203554,1.49390243902439,1.59228876127974,1.38052299368801,1.33787029623699,1.45543415756182,1.66925064599483,0.8984375,2.01724137931034,2.78461538461538,2.29411764705882,0.880952380952381,1.54193548387097,1.06182795698925,0.476851851851852,1.96470588235294,2.14457831325301,2.09178743961353,1.37614678899083,1.5377358490566,0.743589743589744,0.669230769230769,1.05,1.36363636363636,1.09677419354839,0.823529411764706,1.42857142857143,1.44827586206897,0.813186813186813
"Germany","DEU",0.595744680851064,0.987671010103063,0.41643059490085,0.400560224089636,0.595744680851064,0.987671010103063,0.41643059490085,0.400560224089636,TRUE,0.240820718529498,0.380370278805808,0.830404085924591,0.96200001,0.97000003,0.94999999,0.88,0.94,0.91900003,0.95099998,0.93599999,0.69,56052.4220698856,0.383515972161854,0.603181296967396,0.938,0.182291666666667,0.386284722222222,0.360243055555556,0.75,0.711538461538462,0.456140350877193,0.261538461538462,0.723684210526316,0.54320987654321,0.578378378378378,0.577981651376147,0.621538461538461,0.42,0.609022556390977,0.656179775280899,0.504255319148936,0.544262295081967,0.578082191780822,0.641851387146243,0.393088857545839,0.91264667535854,0.830123311802701,0.700117600940808,0.316182849516183,0.475769068689423,0.403924133420536,0.218543046357616,0.77422398339466,1.14715189873418,0.955935251798561,0.643266475644699,0.765217391304348,0.283018867924528,0.197802197802198,0.333333333333333,0.666666666666667,0.40625,0.315,0.57,0.831578947368421,0.148
"Ghana","GHA",0.444444444444444,0.572238725357818,0.510574018126888,0.362397820163488,0.444444444444444,0.572238725357818,0.510574018126888,0.362397820163488,TRUE,0.247939807370507,0.246292435790079,NA,0.336,0.93000001,0.98000002,0.97000003,0.67000002,0.56300002,0.61900002,0.59200001,0.81,5636.95391019817,0.781518378564067,0.776676629437366,0.745,0.389301634472511,0.445765230312036,0.142644873699851,0.55952380952381,0.5,0.333333333333333,0.19047619047619,0.527173913043478,0.491666666666667,0.533776301218162,0.455882352941176,0.481655691439323,0.312056737588652,0.495454545454545,0.51602732527588,0.476642913697546,0.444132115249473,0.486964206805126,0.406110390546188,0.350192413413964,0.704370179948586,0.3902942694889,0.604003481288077,0.286098956580276,0.477098486337724,0.308033514046328,0.176923076923077,0.460687960687961,0.388888888888889,0.448763250883392,0.363518758085382,0.716504854368932,0.228571428571429,0.252,0.288,0.4375,0.256410256410256,0.291666666666667,0.391666666666667,0.614285714285714,0.246666666666667
"Gibraltar","DIB",0.627272727272727,NA,NA,NA,0.627272727272727,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.343035343035343,0.523908523908524,NA,0.65,0.4,NA,0.65,0.4,NA,0.489285714285714,0.396341463414634,0.295081967213115,0.489285714285714,0.396341463414634,0.295081967213115,0.398255813953488,0.398255813953488,NA,NA,NA,0.623076923076923,NA,NA,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361538461538462,0.785714285714286,0.531914893617021,NA,0.692307692307692,NA,NA
"Greece","GRC",0.775510204081633,0.935886897912214,0.388888888888889,0.424501424501424,0.775510204081633,0.935886897912214,0.388888888888889,0.424501424501424,TRUE,0.554863917532506,0.669102443499213,0.738875878220141,0.70099998,0.99000001,0.99000001,0.77999997,1,0.85299999,0.88499999,0.87,0.64999998,31399.4156733879,0.738790760869565,0.828636671601717,0.891,0.149920255183413,0.354066985645933,0.424242424242424,0.958333333333333,0.982142857142857,0.641975308641975,0.323529411764706,0.975,0.714285714285714,0.695121951219512,0.781021897810219,0.828767123287671,0.586734693877551,0.807453416149068,0.860824742268041,0.659836065573771,0.730519480519481,0.76123595505618,0.893927255247556,0.476635514018692,0.960481099656357,0.857316578840697,0.773615635179153,0.421721099015034,0.711478338543993,0.478505549476317,0.341708542713568,0.789559543230016,1.19592875318066,1.44270833333333,0.574952561669829,0.754385964912281,0.357575757575758,0.227272727272727,0.523809523809524,0.769230769230769,0.46875,0.392857142857143,0.787234042553192,1.06976744186047,0.309090909090909
"Greenland","GRL",0.696969696969697,NA,NA,NA,0.696969696969697,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.413934426229508,0.438524590163934,NA,1.10416666666667,0.725806451612903,NA,1.10416666666667,0.725806451612903,NA,0.890909090909091,0.630952380952381,0.459183673469388,0.890909090909091,0.630952380952381,0.459183673469388,0.671232876712329,0.671232876712329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733333333333333,NA,NA,0.791666666666667,NA,NA
"Grenada","GRD",0.967391304347826,1.06666666666667,NA,NA,0.967391304347826,1.06666666666667,NA,NA,TRUE,0.317460394834976,0.693333279146668,NA,0.639,NA,NA,NA,NA,NA,NA,0.77200001,NA,17956.1054033822,2.91935483870968,0.906929347826087,1,0.270718232044199,0.5,0.229281767955801,NA,1.54929577464789,NA,NA,1.26829268292683,0.885416666666667,NA,1.29565217391304,1.54929577464789,NA,1.16766467065868,1.26829268292683,0.885416666666667,1.29565217391304,1.16766467065868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04347826086957,0.671232876712329,NA,1.0625,NA,NA
"Guadeloupe","GLP",1,NA,NA,NA,1,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261382799325464,0.3035413153457,0.345699831365936,1.81818181818182,1.4,0.952380952380952,0.558823529411765,1.57692307692308,1.25,1.33707865168539,1.13888888888889,1.13761467889908,0.856115107913669,1.29787234042553,1.36585365853659,1.12886597938144,1.04672897196262,1.20446096654275,0.97037037037037,NA,2.58974358974359,0.972222222222222,1.02158273381295,NA,1.59493670886076,0.180790960451977,0.309090909090909,NA,NA,4,1.42780748663102,0.965909090909091,NA,NA,0.544444444444444,1.14864864864865,0.85,0.295454545454545,1.07547169811321,NA,NA
